nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,sizePron,motVedette,hwd,pronSampa,ipa,PartOfSpeech
2,agăʹſt,,,,a.,10.0,23,6,agast,,,,adjective
2,ăʹgate,G.,,,n.,11.0,23,6,agate,agate,{ g @ t,ægət,noun
1,āge,,,,n.,12.0,23,3,age,age,eI dZ,??,noun
3,āʹge˘ncy,L.,,,n.,13.0,23,8,agency,agency,eI dZ @ n s i:,??ənsiː,noun
2,āʹgent,L.,,,n.,14.0,23,6,agent,agent,eI dZ @ n t,??ənt,noun
4,ăgglŏʹmĕrāte,L.,,,v.,15.0,23,12,agglomerate,agglomerate,@ g l A m 3:r eI t,əglɑmɜ:r?t,verb
4,ăgglūʹtĭnāte,L.,,,v.,16.0,23,12,agglutinate,agglutinate,@ g l u t i n eI t,əglutin?t,verb
3,ăʹggrăndīze,F.,,,v.,17.0,23,11,aggrandize,aggrandize,@ g r\ { n d aI z,əgɹænd?z,verb
3,ăʹggrăvāte,L.,,,v.,18.0,23,10,aggravate,aggravate,{ g r\ @ v eI t,ægɹəv?t,verb
5,ăggrăvāʹtion,L.,,,n.,19.0,23,12,aggravation,aggravation,{ g r\ @ v eI S @ n,ægɹəv?ʃən,noun
3,ăʹggrĕgāte,L.,,,v.,20.0,23,10,aggregate,aggregate,{ g r\ @ g @ t,ægɹəgət,verb
2,ăggrĕʹſs,L.,,,v.,21.0,23,8,aggress,aggress,@ g r\ E s,əgɹɛs,verb
3,ăggrĕʹſſor,,,,n.,22.0,23,10,aggressor,aggressor,@ g r\ E s 3:r,əgɹɛsɜ:r,noun
2,ăggrieʹve,,,,n.,23.0,23,9,aggrieve,aggrieve,@ g r\ i: v,əgɹiːv,noun
2,ăʹgĭle,L.,,,a.,24.0,23,6,agile,agile,{ dZ @ l,æ?əl,adjective
4,ăgĭʹlĭty,L.,,,n.,25.0,23,8,agility,agility,@ dZ I l @ 4 i:,ə?ɪləɾiː,noun
3,ăʹgĭo,,,,n.,26.0,23,5,agio,,,,noun
3,ăgĭʹſtment,L.,,,n.,27.0,23,10,agistment,,,,noun
3,ăʹgĭtāte,L.,,,v.,28.0,23,8,agitate,agitate,{ dZ @ t eI t,æ?ət?t,verb
5,ăgĭtāʹtion,L.,,,n.,29.0,23,10,agitation,agitation,{ dZ @ t eI S @ n,æ?ət?ʃən,noun
4,ăgĭtāʹtor,L.,,,n.,30.0,23,9,agitator,agitator,{ dZ @ t eI 4 3:r,æ?ət?ɾɜ:r,noun
2,ăʹgnail,,,,n.,31.0,23,7,agnail,,,,noun
4,ăgnāʹtion,L.,,,n.,32.0,23,9,agnation,,,,noun
3,ăʹgŏny,G.,,,n.,33.0,23,6,agony,agony,{ g @ n i:,ægəniː,noun
2,ăgreeʹ,F.,,,v.,34.0,23,6,agree,agree,@ g r\ i:,əgɹiː,verb
4,ăgreeʹable,F.,,,a.,35.0,23,10,agreeable,agreeable,@ g r\ i: @ b @ l,əgɹiːəbəl,adjective
3,ăgreeʹment,,,,n.,36.0,23,10,agreement,agreement,@ g r\ i: m @ n t,əgɹiːmənt,noun
4,ăʹgrĭcŭltŭre,L.,,,n.,37.0,23,12,agriculture,agriculture,{ g r\ i k V l tS 3:r,ægɹikʌl?ɜ:r,noun
2,ăgrieʹve,F.,,,v.,38.0,23,8,agrieve,,,,verb
2,agrȯu̇ʹnd,,,,a.,39.0,23,9,agrouond,,,,adjective
2,āʹgūe,F.,,,n.,40.0,23,5,ague,,,,noun
3,ăʹgūiſh,,,,a.,41.0,23,7,aguish,,,,adjective
1,aid,,,,v.,42.0,23,3,aid,aid,eI d,?d,verb
1,ail,,,,v.,43.0,23,3,ail,ail,eI l,?l,verb
1,aim,,,,v.,44.0,23,3,aim,aim,eI m,?m,verb
1,air,,,,n.,45.0,23,3,air,air,E r\,ɛɹ,noun
3,aiʹrĭneſs,,,,n.,46.0,23,9,airiness,,,,noun
2,aiʹry,,,pas de {POS} indiquée dans le dictionnaire.,,47.0,23,5,airy,airy,E r\ i:,ɛɹiː,
4,ălăbăʹſt_e_r,,,,n.,48.0,23,12,alabaster,alabaster,{ l @ b { s t 3:r,æləbæstɜ:r,noun
4,alăʹcrĭty,,,,n.,49.0,23,9,alacrity,alacrity,@ l { k r\ @ 4 i:,əlækɹəɾiː,noun
3,ălāmōʹde,,,,n.,50.0,23,8,alamode,,,,noun
2,alăʹrm,F.,,,n.,51.0,23,6,alarm,alarm,@ l A r\ m,əlɑɹm,noun
2,ălaʹy,,,,n.,52.0,23,5,alay,,,,noun
3,ăʹlbĭon,L.,,,n.,53.0,23,7,albion,albion,{ l b i: @ n,ælbiːən,noun
2,ălcāʹde,,,,n.,54.0,23,7,alcade,,,,noun
3,ăʹlcăhol,,,,n.,55.0,23,8,alcahol,,,,noun
4,ăʹlcăhŏlīze,,,,v.,56.0,23,11,alcaholize,,,,verb
6,ălcălĭzāʹtion,,,,n.,57.0,23,13,alcalization,,,,noun
3,ăʹlchymy,,,,n.,58.0,23,8,alchymy,,,,noun
3,ăʹlcŏran,,,,n.,59.0,23,8,alcoran,,,,noun
2,ăʹlcōve,F.,,,n.,60.0,23,7,alcove,alcove,{ l k @U v,ælkoʊv,noun
2,ăʹld_e_r,,,,n.,61.0,23,8,alder,alder,O: l d 3:r,Oːldɜ:r,noun
3,ăʹldĕrmăn,,,,n.,62.0,23,9,alderman,alderman,O: l d 3:r m @ n,Oːldɜ:rmən,noun
1,āle,,,,n.,63.0,23,3,ale,ale,eI l,?l,noun
3,ale-cŏnner,,nbSyll>1 et pas d'accent tonic,,n.,64.0,23,10,ale-conner,,,,noun
3,ălĕʹcto,,,,n.,65.0,23,7,alecto,,,,noun
6,alĕʹctry̆ŏmăncy,G.,,,n.,66.0,23,15,alectryoomancy,,,,noun
3,āʹlĕgăr,,,,n.,67.0,23,7,alegar,,,,noun
2,aʹl_e_hoof,,,,n.,68.0,23,10,alehoof,,,,noun
4,alexăʹndrĭne,,,,n.,69.0,23,12,alexandrine,alexandrine,{ l @ g z { n d r\ i: n,æləgzændɹiːn,noun
5,alexĭphăʹrmics,,,,n.,70.0,23,14,alexipharmics,,,,noun
3,ăʹlgĕbrā,,,,n.,71.0,23,8,algebra,algebra,{ l dZ @ b r\ @,æl?əbɹə,noun
4,ălgĕbraʹiſt,,,,n.,72.0,23,11,algebraist,,,,noun
3,ăʹlgorĭthm,,,,n.,73.0,23,10,algorithm,algorithm,{ l g 3:r I D @ m,ælgɜ:rɪðəm,noun
4,alhŏʹllăntīde,,,,n.,2.0,24,13,alhollantide,,,,noun
3,ăʹlĭas,L.,,,p.,3.0,24,6,alias,alias,eI l i: @ s,?liːəs,pronoun
3,ăʹlĭen,L.,,,n.,4.0,24,6,alien,alien,eI l i: @ n,?liːən,noun
4,ăʹlĭenāte,,,,v.,5.0,24,9,alienate,alienate,eI l j @ n eI t,?ljən?t,verb
6,ălĭenāʹtion,,,,n.,6.0,24,11,alienation,alienation,eI l i: @ n eI S @ n,?liːən?ʃən,noun
3,ăʹlĭment,L.,,,n.,7.0,24,8,aliment,,,,noun
5,ălĭmĕʹntary,,,,a.,8.0,24,11,alimentary,alimentary,{ l @ m E n t 3:r i:,æləmɛntɜ:riː,adjective
4,ăʹlĭmŏny,,,,n.,9.0,24,8,alimony,alimony,{ l @ m @U n i:,æləmoʊniː,noun
3,ăʹlĭquănt,L.,,,n.,10.0,24,9,aliquant,,,,noun
3,ăʹlĭquot,L.,,,n.,11.0,24,8,aliquot,,,,noun
4,ălĭſăʹnd_e_rs,,,,n.,12.0,24,13,alisanders,,,,noun
3,ăʹlkăhĕſt,,,,n.,13.0,24,9,alkahest,alkahest,{ l k @ h E s t,ælkəhɛst,noun
3,ăʹlkăly,,,,n.,14.0,24,7,alkaly,,,,noun
2,ăllaʹy,F.,,,n.,15.0,24,6,allay,allay,@ l eI,əl?,noun
2,ăllĕʹdge,L.,,,v.,16.0,24,8,alledge,,,,verb
5,ăllēgāʹtion,L.,,,n.,17.0,24,11,allegation,allegation,{ l @ g eI S @ n,æləg?ʃən,noun
4,ăllĕʹgĭ_a_nce,L.,,,n.,18.0,24,13,allegiance,allegiance,@ l i: dZ @ n s,əliː?əns,noun
5,ăllēgŏʹrical,G.,,,a.,19.0,24,12,allegorical,allegorical,{ l @ g O: r\ @ k @ l,æləgOːɹəkəl,adjective
4,ăllēgorīʹze,,,,v.,20.0,24,11,allegorize,,,,verb
4,ăʹllĕgŏry,G.,,,n.,21.0,24,9,allegory,allegory,{ l @ g O: r\ i:,æləgOːɹiː,noun
3,ăllēʹgro,,,,n.,22.0,24,8,allegro,allegro,@ l E g r\ @U,əlɛgɹoʊ,noun
4,ăllĕʹvĭāte,L.,,,v.,23.0,24,10,alleviate,alleviate,@ l i: v i: eI t,əliːviː?t,verb
2,ăʹlley,F.,,,n.,24.0,24,6,alley,alley,{ l i:,æliː,noun
3,ăllīʹance,F.,,,n.,25.0,24,9,alliance,alliance,@ l aI @ n s,əl?əns,noun
2,ăllīʹ_e_s,F.,,,n.,26.0,24,9,allies,allies,{ l aI z,æl?z,noun
5,ăllĭgāʹtion,L.,,,n.,27.0,24,11,alligation,,,,noun
4,ăllĭgāʹtor,,,,n.,28.0,24,10,alligator,alligator,{ l @ g eI 4 3:r,æləg?ɾɜ:r,noun
4,allōʹdĭal,,,,a.,29.0,24,9,allodial,,,,adjective
2,allŏʹnge,,,,n.,30.0,24,8,allonge,,,,noun
2,allŏʹt,,,,v.,31.0,24,6,allot,allot,@ l A t,əlɑt,verb
2,allȯẇ,F.,nbSyll>1 et pas d'accent tonic,,v.,32.0,24,5,allow,allow,@ l aU,əl?,verb
3,allȯẇănce,,nbSyll>1 et pas d'accent tonic,,n.,33.0,24,9,allowance,allowance,@ l aU @ n s,əl?əns,noun
2,allūʹde,L.,,,v.,34.0,24,7,allude,allude,@ l u d,əlud,verb
2,ăʹllŭm,,,,n.,35.0,24,6,allum,allum,{ l @ m,æləm,noun
4,allūʹmĭnāte,F.,,,v.,36.0,24,11,alluminate,,,,verb
2,allūre,,nbSyll>1 et pas d'accent tonic,,v.,37.0,24,6,allure,allure,@ l U r\,əlʊɹ,verb
3,allūʹr_e_ment,,,,n.,38.0,24,13,allurement,,,,noun
4,allūʹſion,L.,,,n.,39.0,24,9,allusion,allusion,@ l u Z @ n,əluʒən,noun
3,ăʹlmănăc,,,,n.,40.0,24,8,almanac,almanac,O: l m @ n { k,Oːlmənæk,noun
2,ăʹlmŏnd,,,,n.,41.0,24,7,almond,almond,A m @ n d,ɑmənd,noun
3,ăʹlmŏner,,,,n.,42.0,24,8,almoner,,,,noun
1,alms,,,,n.,43.0,24,4,alms,alms,A l m z,ɑlmz,noun
3,ăʹlŏès,,,,n.,44.0,24,6,aloes,,,,noun
2,alŏʹft,,,,p.,45.0,24,6,aloft,aloft,@ l O: f t,əlOːft,pronoun
2,alooʹf,,,,p.,46.0,24,6,aloof,aloof,@ l u f,əluf,pronoun
4,ălŏʹpĕcy,G.,,,n.,47.0,24,8,alopecy,,,,noun
2,alȯu̇d,,nbSyll>1 et pas d'accent tonic,,p.,48.0,24,6,alouod,,,,pronoun
3,ăʹlphăbĕt,G.,,,n.,49.0,24,9,alphabet,alphabet,{ l f @ b E t,ælfəbɛt,noun
5,alphăbĕʹtĭcal,G.,,,a.,50.0,24,13,alphabetical,alphabetical,{ l f @ b E 4 i k @ l,ælfəbɛɾikəl,adjective
2,aʹlt_a_r,,,,n.,51.0,24,8,altar,altar,O: l t 3:r,Oːltɜ:r,noun
2,aʹlt_e_r,L.,,,v.,52.0,24,8,alter,alter,O: l t 3:r,Oːltɜ:r,verb
5,alte˘rāʹtion,L.,,,n.,53.0,24,12,alteration,alteration,O: l t 3:r eI S @ n,Oːltɜ:r?ʃən,noun
4,aʹltĕrătives,,,,n.,54.0,24,12,alteratives,,,,noun
5,alte˘rcāʹtion,L.,,,n.,55.0,24,13,altercation,altercation,A l t 3:r k eI S @ n,ɑltɜ:rk?ʃən,noun
3,alte˘ʹrnāte,L.,,,a.,56.0,24,11,alternate,alternate,O: l t 3:r n @ t,Oːltɜ:rnət,adjective
5,alte˘rnāʹtion,L.,,,n.,57.0,24,13,alternation,alternation,O: l t 3:r n eI S @ n,Oːltɜ:rn?ʃən,noun
3,alteʹrnative,,,,n.,58.0,24,12,alternative,alternative,O: l t 3:r n @ 4 i v,Oːltɜ:rnəɾiv,noun
5,altĕʹrnătĭvely,,,,p.,59.0,24,14,alternatively,alternatively,O: l t 3:r n @ 4 i v l i:,Oːltɜ:rnəɾivliː,pronoun
4,altĭʹme˘try,L.,,,n.,60.0,24,11,altimetry,,,,noun
3,aʹltĭtude,L.,,,n.,61.0,24,9,altitude,altitude,{ l t @ t u d,æltətud,noun
2,aʹltŭs,,,,n.,62.0,24,6,altus,altus,{ l t @ s,æltəs,noun
3,alūʹde˘ls,,,,n.,63.0,24,9,aludels,,,,noun
2,ăʹlum,G.,,,n.,64.0,24,5,alum,alum,{ l @ m,æləm,noun
2,āmaiʹn,,,,p.,65.0,24,6,amain,,,,pronoun
4,amăʹlgămāte,,,,v.,66.0,24,11,amalgamate,amalgamate,@ m { l g @ m eI t,əmælgəm?t,verb
6,amălgămaʹtion,,,,n.,67.0,24,13,amalgamation,amalgamation,@ m { l g @ m eI S @ n,əmælgəm?ʃən,noun
5,amănūĕʹnſis,L.,,,n.,68.0,24,11,amanuensis,,,,noun
2,amăʹſs,F.,,,v.,69.0,24,6,amass,amass,@ m { s,əmæs,verb
4,ăʹmătŏry,L.,,,n.,70.0,24,8,amatory,,,,noun
2,amāʹze,,,,v.,71.0,24,6,amaze,amaze,@ m eI z,əm?z,verb
3,aʹmăzons,G.,,,n.,72.0,24,8,amazons,amazons,{ m @ z A n z,æməzɑnz,noun
3,ambāʹgès,L.,,,n.,73.0,24,8,ambages,,,,noun
5,ambărvāʹlĭā,L.,,,n.,2.0,25,11,ambarvalia,,,,noun
4,ămbăʹſſădor,F.,,,n.,3.0,25,11,ambassador,ambassador,{ m b { s @ 4 3:r,æmbæsəɾɜ:r,noun
4,ambăʹſſadreſs,,,,n.,4.0,25,13,ambassadress,ambassadress,{ m b { s @ d r\ @ s,æmbæsədɹəs,noun
2,ăʹmb_e_r,,,,n.,5.0,25,8,amber,amber,{ m b 3:r,æmbɜ:r,noun
3,ăʹmbĕrgrēſe,,,,n.,6.0,25,11,ambergrese,,,,noun
4,ămbĭdĕʹxt_e_r,L.,,,n.,7.0,25,13,ambidexter,,,,noun
4,ămbĭdĕʹxtr_o_us,L.,,,a.,8.0,25,15,ambidextrous,ambidextrous,{ m b @ d E k s t r\ @ s,æmbədɛkstɹəs,adjective
3,ăʹmbĭĕnt,L.,,,a.,9.0,25,8,ambient,ambient,{ m b i: @ n t,æmbiːənt,adjective
5,ambĭfāʹrĭ_o_us,L.,,,a.,10.0,25,14,ambifarious,,,,adjective
5,ambĭgūʹĭty,L.,,,n.,11.0,25,10,ambiguity,ambiguity,{ m b i g j u @ 4 i:,æmbigjuəɾiː,noun
4,ambĭʹgu_o_us,L.,,,a.,12.0,25,12,ambiguous,ambiguous,{ m b I g j u @ s,æmbɪgjuəs,adjective
2,ăʹmbit,L.,,,n.,13.0,25,6,ambit,,,,noun
4,ămbĭʹtion,L.,,,n.,14.0,25,9,ambition,ambition,{ m b I S @ n,æmbɪʃən,noun
4,ămbĭʹti_o_us,,,,a.,15.0,25,12,ambitious,ambitious,{ m b I S @ s,æmbɪʃəs,adjective
2,ăʹmble,F.,,,v.,16.0,25,6,amble,amble,{ m b @ l,æmbəl,verb
3,ăʹmblygon,G.,,,n.,17.0,25,9,amblygon,,,,noun
5,amblygōʹnĭal,G.,,,a.,18.0,25,12,amblygonial,,,,adjective
4,ămbrōʹsĭā,G.,,,n.,19.0,25,9,ambrosia,ambrosia,{ m b r\ @U Z @,æmbɹoʊʒə,noun
4,ambrŏʹsĭal,,,,a.,20.0,25,10,ambrosial,ambrosial,{ m b r\ @U Z @ l,æmbɹoʊʒəl,adjective
5,ămbŭlaʹtion,L.,,,n.,21.0,25,11,ambulation,,,,noun
3,ămbŭſcăʹde,F.,,,n.,22.0,25,10,ambuscade,,,,noun
2,ăʹmel,,,,n.,23.0,25,5,amel,,,,noun
2,āʹme˘n,,,,p.,24.0,25,6,amen,amen,eI m E n,?mɛn,pronoun
4,amēʹnable,F.,,,a.,25.0,25,9,amenable,amenable,@ m E n @ b @ l,əmɛnəbəl,adjective
2,ame˘ʹnd,L.,,,v.,26.0,25,7,amend,amend,@ m E n d,əmɛnd,verb
3,ame˘ʹndment,,,,n.,27.0,25,11,amendment,amendment,@ m E n d m @ n t,əmɛndmənt,noun
2,ame˘ʹnds,,,,n.,28.0,25,8,amends,amends,@ m E n d z,əmɛndz,noun
4,amēʹnĭty,L.,,,n.,29.0,25,8,amenity,amenity,@ m E n @ 4 i:,əmɛnəɾiː,noun
2,ame˘ʹrce,F.,,,v.,30.0,25,8,amerce,,,,verb
3,ame˘ʹrc_e_ment,,,,n.,31.0,25,14,amercement,,,,noun
4,ămĕʹrĭcā,,,,n.,32.0,25,8,america,america,@ m E r\ @ k @,əmɛɹəkə,noun
2,āʹme˘ſs,L.,,,n.,33.0,25,7,amess,,,,noun
3,ăʹmĕthyſt,G.,,,n.,34.0,25,9,amethyst,amethyst,{ m i T i s t,æmiθist,noun
3,ămfrăʹctus,L.,,,a.,35.0,25,10,amfractus,,,,adjective
4,ăʹmĭable,L.,,,a.,36.0,25,8,amiable,amiable,eI m i: @ b @ l,?miːəbəl,adjective
5,ăʹmĭableneſs,,,,n.,37.0,25,12,amiableness,,,,noun
4,amĭăʹntus,G.,,,n.,38.0,25,9,amiantus,,,,noun
4,ăʹmĭcable,L.,,,a.,39.0,25,9,amicable,amicable,{ m i k @ b @ l,æmikəbəl,adjective
3,āʹmĭty,L.,,,n.,40.0,25,6,amity,amity,{ m i 4 i:,æmiɾiː,noun
2,ăʹmmā,,,,n.,41.0,25,5,amma,,,,noun
2,ăʹmmon,,,,n.,42.0,25,6,ammon,ammon,{ m @ n,æmən,noun
5,ămmŭnĭʹtion,F.,,,n.,43.0,25,11,ammunition,ammunition,{ m j @ n I S @ n,æmjənɪʃən,noun
3,ăʹmnĕſty,G.,,,n.,44.0,25,8,amnesty,amnesty,{ m n @ s t i:,æmnəstiː,noun
4,ămŏrōʹſo,L.,,,n.,45.0,25,8,amoroso,amoroso,A m O: r\ @U s @U,ɑmOːɹoʊsoʊ,noun
3,ăʹmŏr_o_us,L.,,,a.,46.0,25,10,amorous,amorous,{ m 3:r @ s,æmɜ:rəs,adjective
2,āmŏʹrt,F.,,,a.,47.0,25,6,amort,,,,adjective
2,amȯu̇nt,,nbSyll>1 et pas d'accent tonic,,n.,48.0,25,7,amouont,,,,noun
3,amouʹrs,F.,,,n.,49.0,25,7,amours,,,,noun
3,amouʹsès,,,,n.,50.0,25,8,amouses,,,,noun
4,ămphĭʹbĭ_o_us,G.,,,a.,51.0,25,13,amphibious,amphibious,{ m f I b i: @ s,æmfɪbiːəs,adjective
6,amphĭbŏlōʹgĭcal,G.,,,a.,52.0,25,15,amphibological,,,,adjective
5,amphĭbŏʹlŏgy,G.,,,n.,53.0,25,12,amphibology,,,,noun
4,ămphĭʹſcĭī,G.,,,n.,54.0,25,10,amphiscii,,,,noun
5,amphĭtheʹatre,G.,,,n.,55.0,25,13,amphitheatre,amphitheatre,{ m p @ T i: @ 4 3:r,æmpəθiːəɾɜ:r,noun
2,ăʹmple,L.,,,a.,56.0,25,6,ample,ample,{ m p @ l,æmpəl,adjective
6,amplĭfĭcāʹtion,,,,n.,57.0,25,14,amplification,amplification,{ m p l @ f @ k eI S @ n,æmpləfək?ʃən,noun
3,ăʹmplĭfy,L.,,,v.,58.0,25,8,amplify,amplify,{ m p l @ f aI,æmpləf?,verb
3,ăʹmplĭtūde,L.,,,n.,59.0,25,10,amplitude,amplitude,{ m p l @ t u d,æmplətud,noun
5,ampūtāʹtion,L.,,,n.,60.0,25,11,amputation,amputation,{ m p j @ t eI S @ n,æmpjət?ʃən,noun
3,ăʹmūlet,L.,,,n.,61.0,25,7,amulet,amulet,{ m j @ l @ t,æmjələt,noun
2,amūʹſe,F.,,,v.,62.0,25,6,amuse,amuse,@ m j u z,əmjuz,verb
3,amūʹſement,,,,n.,63.0,25,10,amusement,amusement,@ m j u z m @ n t,əmjuzmənt,noun
4,amyʹgdălāte,L.,,,n.,64.0,25,11,amygdalate,,,,noun
2,ăʹnā,G.,,,n.,65.0,25,4,ana,ana,A n @,ɑnə,noun
4,anăbăʹptiſts,G.,,,n.,66.0,25,12,anabaptists,,,,noun
4,ăʹnăcăʹmptic,G.,,,a.,67.0,25,12,anacamptic,,,,adjective
5,ănăcăthăʹrtics,G.,,,n.,68.0,25,14,anacathartics,,,,noun
7,ănăcĕphălæʹŏſis,G.,,,n.,69.0,25,15,anacephalæosis,,,,noun
4,anăʹc_h_rŏniſm,G.,,,n.,70.0,25,14,anachronism,anachronism,@ n { k r\ @ n I z @ m,ənækɹənɪzəm,noun
5,anăcrēŏʹntic,G.,,,n.,71.0,25,12,anacreontic,,,,noun
3,ăʹnăgrăm,G.,,,n.,72.0,25,8,anagram,anagram,{ n @ g r\ { m,ænəgɹæm,noun
5,ănăgrăʹmmătiſt,,,,n.,73.0,25,14,anagrammatist,,,,noun
4,ănălĕʹptic,G.,,,a.,2.0,26,10,analeptic,,,,adjective
4,analeʹptics,,,,n.,3.0,26,11,analeptics,,,,noun
4,ănăʹlŏgy,G.,,,n.,4.0,26,8,analogy,analogy,@ n { l @ dZ i:,ənælə?iː,noun
4,ănăʹly̆ſis,G.,,,n.,5.0,26,10,analyosis,,,,noun
4,analy̆ʹtic,G.,,,a.,6.0,26,10,analyotic,,,,adjective
3,ănāʹnā,,,,n.,7.0,26,6,anana,,,,noun
3,ăʹnărchy,G.,,,n.,8.0,26,8,anarchy,anarchy,{ n 3:r k i:,ænɜ:rkiː,noun
4,ănăfaʹrcā,G.,,,n.,9.0,26,9,anafarca,,,,noun
5,ănăſtŏmăʹtics,G.,,,n.,10.0,26,13,anastomatics,,,,noun
4,ănăʹthĕmā,G.,,,n.,11.0,26,9,anathema,anathema,@ n { T @ m @,ənæθəmə,noun
5,anăʹthĕmătīze,,,,v.,12.0,26,13,anathematize,,,,verb
4,ănăʹtociſm,G.,,,n.,13.0,26,10,anatocism,,,,noun
5,ănătŏʹmĭcal,,,,a.,14.0,26,11,anatomical,anatomical,{ n @ t A m @ k @ l,ænətɑməkəl,adjective
4,ănăʹtŏmiſt,,,,n.,15.0,26,10,anatomist,anatomist,@ n { 4 @ m @ s t,ənæɾəməst,noun
4,ănăʹtŏmy,G.,,,n.,16.0,26,8,anatomy,anatomy,@ n { 4 @ m i:,ənæɾəmiː,noun
3,ăʹncĕſtors,L.,,,n.,17.0,26,10,ancestors,ancestors,{ n s E s t 3:r z,ænsɛstɜ:rz,noun
2,ăʹnc_h_or,L.,,,n.,18.0,26,9,anchor,anchor,{ N k 3:r,æŋkɜ:r,noun
3,ăʹnc_h_ŏrage,,,,n.,19.0,26,12,anchorage,anchorage,{ N k 3:r @ dZ,æŋkɜ:rə?,noun
3,ăʹnc_h_ŏrīte,G.,,,n.,20.0,26,12,anchorite,,,,noun
3,ăʹnchŏvy,,,,n.,21.0,26,8,anchovy,anchovy,{ n tS @U v i:,æn?oʊviː,noun
3,ăʹnc_h_ylops,G.,,,n.,22.0,26,12,anchylops,,,,noun
3,ăʹncĭent,F.,,,a.,23.0,26,8,ancient,ancient,eI n tS @ n t,?n?ənt,adjective
4,ăʹncĭently,,,,p.,24.0,26,10,anciently,anciently,eI n tS @ n t l i:,?n?əntliː,pronoun
2,ăʹncle,,,,n.,25.0,26,6,ancle,,,,noun
2,ăndăʹnte,,,,n.,26.0,26,8,andante,andante,A n d A n t eI,ɑndɑnt?,noun
3,ane˘ʹcdŏtes,G.,,,n.,27.0,26,11,anecdotes,anecdotes,{ n @ k d @U t s,ænəkdoʊts,noun
4,ănĕʹmŏny,,,,n.,28.0,26,8,anemony,,,,noun
2,ăʹngel,G.,,,n.,29.0,26,6,angel,angel,eI n dZ @ l,?n?əl,noun
4,ăngĕʹlĭcā,,,,n.,30.0,26,9,angelica,angelica,{ n dZ E l i k @,æn?ɛlikə,noun
4,ăngĕʹlĭcal,G.,,,a.,31.0,26,10,angelical,,,,adjective
2,ăʹnger,,,,n.,32.0,26,6,anger,anger,{ N g 3:r,æŋgɜ:r,noun
2,ăʹngī,,,,n.,33.0,26,5,angi,angi,{ n dZ i:,æn?iː,noun
3,angīʹnā,L.,,,n.,34.0,26,7,angina,angina,{ n dZ aI n @,æn??nə,noun
2,ăʹngle,L.,,,n.,35.0,26,6,angle,angle,{ N g @ l,æŋgəl,noun
3,ăʹnglīciſm,,,,n.,36.0,26,10,anglicism,,,,noun
2,ăʹngred,,,,a.,37.0,26,7,angred,,,,adjective
3,ănguĭʹlles,,,,n.,38.0,26,10,anguilles,,,,noun
2,ăʹnguĭſh,L.,,,n.,39.0,26,8,anguish,anguish,{ N g w i S,æŋgwiʃ,noun
3,ăʹngŭlar,L.,,,a.,40.0,26,8,angular,angular,{ N g j @ l 3:r,æŋgjəlɜ:r,adjective
3,ănhēʹlus,L.,,,n.,41.0,26,8,anhelus,,,,noun
6,ănĭmădvĕʹrſion,L.,,,n.,42.0,26,14,animadversion,,,,noun
4,ănĭmădvĕʹrt,L.,,,v.,43.0,26,11,animadvert,,,,verb
3,ăʹnĭmal,L.,,,n.,44.0,26,7,animal,animal,{ n @ m @ l,ænəməl,noun
4,ănĭmaʹlcūle,L.,,,n.,45.0,26,11,animalcule,,,,noun
3,ăʹnĭmāte,L.,,,v.,46.0,26,8,animate,animate,{ n @ m @ t,ænəmət,verb
4,ăʹnĭmāted,,,,a.,47.0,26,9,animated,animated,{ n @ m eI 4 @ d,ænəm?ɾəd,adjective
5,ănĭmŏʹſity,L.,,,n.,48.0,26,10,animosity,animosity,{ n @ m A s @ 4 i:,ænəmɑsəɾiː,noun
3,ăʹnnăliſt,,,,n.,49.0,26,9,annalist,,,,noun
2,ăʹnnăls,L.,,,n.,50.0,26,7,annals,annals,{ n @ l z,ænəlz,noun
2,ănneaʹls,,,,v.,51.0,26,8,anneals,,,,verb
3,ănnealʹing,,,,n.,52.0,26,10,annealing,annealing,@ n i: l i N,əniːliŋ,noun
2,ănnĕʹx,L.,,,v.,53.0,26,6,annex,annex,{ n E k s,ænɛks,verb
4,ănnīʹhĭlāte,L.,,,v.,54.0,26,11,annihilate,annihilate,@ n aI @ l eI t,ən?əl?t,verb
6,annihĭlāʹtion,,,,n.,55.0,26,13,annihilation,annihilation,@ n aI @ l eI S @ n,ən?əl?ʃən,noun
5,ănnĭvĕʹrſăry,L.,,,n.,56.0,26,12,anniversary,anniversary,{ n @ v 3:r s 3:r i:,ænəvɜ:rsɜ:riː,noun
5,annŏtāʹtion,L.,,,n.,57.0,26,11,annotation,annotation,{ n @ t eI S @ n,ænət?ʃən,noun
2,ănnоʹу,F.,,,v.,58.0,26,6,annoy,annoy,@ n OI,ən?,verb
3,ănnoʹyănce,F.,,,n.,59.0,26,10,annoyance,annoyance,@ n OI @ n s,ən?əns,noun
3,ăʹnnūal,L.,,,a.,60.0,26,7,annual,annual,{ n j u @ l,ænjuəl,adjective
4,annūʹĭty,L.,,,n.,61.0,26,8,annuity,annuity,@ n u @ 4 i:,ənuəɾiː,noun
2,ănnuʹl,F.,,,v.,62.0,26,6,annul,annul,{ n @ l,ænəl,verb
3,ăʹnnūlar,L.,,,a.,63.0,26,8,annular,annular,{ n j @ l 3:r,ænjəlɜ:r,adjective
6,ănnŭncĭāʹtion,,,,n.,64.0,26,13,annunciation,,,,noun
